,id,text
177,1991,Науковедение
178,1994,Разработка эффективной технологии глубокой очистки воды от взвешенных    твердых частиц для поддержания пластового давления на нефтяных месторождениях
179,1995,27 сентября 2018  Лариса Николаевна Гребцова
180,2000,Горное дело
181,2005,СТРУКТУРА СИСТЕМЫ ПЕРСОНИФИЦИРОВАННОГО УЧЕТА ЛИКВИДАТОРОВ ПОСЛЕДСТВИЙ АВАРИИ НА ЧЕРНОБЫЛЬСКОЙ АТОМНОЙ ЭЛЕКТРОСТАНЦИИ И ИХ ПОТОМКОВ
182,2006,29 декабря 2015  Лариса Николаевна Гребцова
183,2025,Использование компьютерных пользовательских программ для анализа теоретических моделей разрушения горных пород при бурении
184,2026,27 сентября 2018  Лариса Николаевна Гребцова
185,2031,Горное дело
186,2036,3 октября 2015  Лариса Николаевна Гребцова
187,2053,Автоматика. Вычислительная техника
188,2056,Некоторые проблемы в вопросе перехода к комбинированной геотехнологии разработки месторождений
189,2057,12 декабря 2018  Лариса Николаевна Гребцова
190,2062,Горное дело
191,2067,"ПОШАГОВАЯ ИНСТРУКЦИЯ: Как узнать, чем мы дышим?  (Впервые выделены весовые фракции нано-, субмикро- и микроча¬стиц из образцов уличной пыли)"
192,2068,29 декабря 2015  Лариса Николаевна Гребцова
193,2087,3 октября 2015  Лариса Николаевна Гребцова
194,2090,"Проанализированы основные причины возникновения конфликтов водопользования в пределах  приграничной территории казахстанско-кыргызского сектора. Рассмотрена проблема о чрезмерных потерях в водопользовании, вызванных большей частью устаревшей системой земледелия. Исследованы четыре типа конфликтов в водопользовании (на территории Кыргызстана), которые возникают в связи с использованием поливной воды. Предложены разные пути решения данных конфликтов: выработка стратегии в плане совместного водопользования,  меры правового характера, предшествующие переориентации водной политики на приграничных территориях Республики Казахстан и Кыргызской Республики, реформирование системы государственного управления и организации устойчивого водопользования и др.  Представлены возможности управления совместным использованием водных и гидроэнергетических ресурсов для достижения устойчивого природопользования, к которым, в первую очередь, относятся:  проведение водосберегающей политики, усиление координации действий национальных органов управления водными ресурсами в трансграничных бассейнах, сохранение качества воды в створах трансграничного вододеления и др.
	водопользование, гидроэнергетические ресурсы, водные ресурсы, устойчивое природопользование, конфликты природопользования, приграничная территория, казахстанско-кыргызский сектор."
195,2091,"Қазақстан-Қырғызстан шекара маңы секторы аралығындағы суды пайдалану кикілжіңдерінің шығу тегінің негізгі себептері талданылған. Егін шаруашылығындағы ескірген жүйелердің салдарынан су пайдаланудың шектен тыс шығындарының мәселелері қарастырылған. Сауарма суларды пайдалану негізінде су пайдалану жүйесінде (Қырғызстан аумағында) төрт кикілжің типтері зерттелген. Аталған кикілжіңдерді шешуге әртүрлі жолдар ұсынылды: суды бірлесіп пайдалану жоспарында стратегия құру,  Қазақстан Республикасы және Қырғызстан Республикасы шекара маңы аумағындағы су саясатын қайта бағдарлауға алып келетін құқықтық шара сипаттары, мемелекеттік басқару  жүйелерін реформалау және суды тұрақты пайдалануды ұйымдастыру және т.б. Тұрақты табиғат пайдалану мақсатында су және гидроэнергетикалық ресурстарды бірлесіп пайдалануды басқару мүмкіндіктері көрсетілген, оларға ең алдымен мыналар жатады: суды сақтау саясатын өткізу, ұлттық басқару органдарымен трансшекаралық бассейндерде су ресурстарын басқарудың координациялық шараларын нығайту, трансшекаралық су бөлімі жармасында су сапалығын сақтау.
	суды пайдалану, су және гидроэнергетикалық ресурстар, тұрақты табиғат пайдалану, табиғатты пайдалану шиеленістері, шекара маңы аумағы, қазақстан-қырғызстан секторы"
196,2092,"Have examined the main reasons of the conflict of water consumption of the border  Kazakh-Kyrgyz sector. Have analyzed the problem of excessive losses in water consumption, that mostly caused by an outdated system of agriculture. Have revealed four types of conflicts in water consumption (in Kyrgyzstan) which arise in connection with the use of irrigation water. Have offered different solutions to these conflicts: strategy of the joint water consumption, legal measures that previous to the reorientation of water policy in the border areas of the Republic of Kazakhstan and the Kyrgyz Republic, the reform of the public administration and establish sustainable water consumption and others. Have analyzed the possibility of combined management of water and hydropower resources  to achieve sustainable nature management, which primarily include: water saving Policies, strengthening coordination of National water resources management in transboundary basins, the conservation of water quality in the river sections of transboudary territories, and others.
	 water consumption, water and hydropower resources, sustainable nature management, conflicts of nature management, border territory, the Kazakh-Kyrgyz sector."
197,2104,География
198,2107,Распределение продуктов импульсно-инерционного метода обогащения товарного угля
199,2108,12 декабря 2018  Лариса Николаевна Гребцова
200,2113,Горное дело
201,2118,Потенциал и перспективы развития туризма на территории проектируемого государственного природного резервата «Бокейорда» Западно-Казахстанской области
202,2119,29 июня 2016  Лариса Николаевна Гребцова
203,2138,14 октября 2016  Лариса Николаевна Гребцова
204,2141,_________________________
205,2142,___________________________
206,2155,Кибернетика
207,2158,Роль влажности сырья и использования молочной сыворотки в производстве биогаза
208,2159,13 декабря 2011  Лариса Николаевна Гребцова
209,2161,"Сүт сарысуын қолданумен ауылшаруашылық калдықтарын анаэробты ашытудағы биогаз өндірісіне шикізат ылғалдығының әсері зерттелген. Биогазды барынша көп мөлшерде алу үшін шикізаттың қолайлы ылғалдылығы анықталған.
	: сүтсарысуы, биогаз өндірісі, ауыл шаруашылық қалдықтары."
210,2163,Key words
211,2169,27 сентября 2018  Лариса Николаевна Гребцова
212,2186,Металлургия
213,2189,Оценка загрязнения воздуха в Алматы (Казахстан) с использованием косвенных методов
214,2190,16 июля 2017  Лариса Николаевна Гребцова
215,2209,Некоторые вопросы восстановления лесов в урочище Медео
216,2210,18 декабря 2012  Лариса Николаевна Гребцова
217,2215,"В статье рассматриваются вопросы восстановления лесов на ветровальных участках урочища Медеу с учетом особенностей лесорастительных условий и проведения противоэрозионных мероприятий.
	: урочище Медео, восстановление леса, противоэрозионные мероприятия."
218,2220,Экология Казахстана (часть 1)
219,2221,14 июня 2018  Лариса Николаевна Гребцова
220,2231,Роль агротехнологии в оптимизации фотосинтетической деятельности агрофитоценозов гороха и нута в Западном Казахстане
221,2233,18 декабря 2012  Лариса Николаевна Гребцова
222,2237,Западно-Казахстанский аграрно-технический университет им. Жангир-хана
223,2241,Түйінді сөздер:
224,2243,"The article presents the results of field experiments to determine the effect of agricultural technology in the activities of photosynthetic agro-phytocenoses of peas and chickpeas in West Kazakhstan. The article shows dependence of photosynthetic activity of crops on seeding rates and backgrounds of spring- applied fertilizer. The results of experiments established the optimum seeding rate of peas and chickpeas, and selected types of spring-applied fertilizers.
	 agrophytocenoses of pea, pea seeds, chickpea seeds, agrotechnology."
225,2251,Самгау- новый перспективный сорт яровой мягкой пшеницы селекции Казахского НИИЗР
226,2252,18 декабря 2012  Лариса Николаевна Гребцова
227,2257,"В статье представлены результаты государственного и международного сортоиспытания перспективных линий яровой мягкой пшеницы и описание нового допущенного к использованию сорта Самгау селекции КазНИ- ИЗиР.
	: яровая мягкая пшеница, селекция, полевые испытания, линия, продуктивность."
228,2262,Матрица предварительной оценки рейтинга озеленения   крупных городов Казахстана
229,2263,26 сентября 2018  Лариса Николаевна Гребцова
230,2282,Семенная продуктивность сортов яблони и груши в Жезказганском ботаническом саду
231,2283,18 декабря 2012  Лариса Николаевна Гребцова
232,2285,Жезказганский ботанический сад филиал Института ботаники и фитоинтродукции
233,2287,Ключевые слова
234,2288,"Бұл мақалада Орталық Қазақстанның қуаң аймағында алма жене алмұрт сұрыптарының тұқымдық өнімділігін зерттеу мәліметі көрсетілген. Алма жене алмұрт сұрыптарының тұқымдық өнімділігінің 3 тобы белгіленді. 1 жеміске толыққанды тұқымның пайызы алмұртқа қарағанда алмада жо- ғары. Ол алмұртта орташа 76 %, ал алмада 86 %. Сыртқы түрі бойынша алманың 20 % сортының барлық тұқымы толыққанды.
	 жаңа жағдайға бейімделу, алма, алмұрт, сұрып, Орталық Қазақстан, тұқым өнімділігі."
235,2293,Особенности наследования длины шерсти потомством овец в зависимости от типа подбора родителей
236,2294,18 декабря 2012  Лариса Николаевна Гребцова
237,2296,Научно-исследовательский центр овцеводства
238,2298,Ключевые слова:
239,2299,"Мақалада гетерогенді жене гомогенді жұптау әдісімен алынған төлдердің жүн талшығы ұзындығының тұк,ым қуалау, тұқым қуалау формалары, кор- реляциясы туралы деректер келтірілген.
	 қой, қой тұқымы, қой жүнінің ұзындығы, ата-аналарын жұптау типтері."
240,2304,Мониторинг микробиологического загрязнения районированных сортов картофеля при выращивании в северном регионе Казахстана
241,2305,27 сентября 2018  Лариса Николаевна Гребцова
242,2324,Районированный сортимент яблони и груши Казахстана
243,2325,18 декабря 2012  Лариса Николаевна Гребцова
244,2327,"Жезказганский филиал
	АО «Национальный центр научно-технической информации»
	Жезказганский ботанический сад филиал Института ботаники и фитоинтродукции*"
245,2329,Ключевые слова:
246,2330,"Қазақстанның алма жене алмұртының аудандастырылған сұрыпталымы- на талдау жүргізілді. Зерттеу нәтижесінде Республика алмұртының сұрып- тык, құрамының кедейлігі айқындалды. Оңтүстік жене оңтүстік-шығыс аймақта алма сұрыптары түрлерінің көптігімен ерекшеленетіні көрсетілді. Қазақстанның солтүстік жене солтүстік-шығыс аймағындағы бау-бак,ша шаруашылығында алмұрт тіпті де болмайды, ал алма ағаштары жеткіліксіз.
	 алма жене алмұрт сорттары, бау шаруашылығы, жеміс шаруашылығы."
247,2335,Формирование и анализ информационных ресурсов по проблемам животноводства и ветеринарии
248,2336,18 декабря 2012  Лариса Николаевна Гребцова
249,2341,"В статье проанализированы и обобщены данные информационных ресурсов по разделам животноводства и ветеринарии, включенные в реферативный журнал серии 3 «Сельское и лесное хозяйство. Пищевая промышленность. Биотехнология» за 2009-2011 гг. Указано, что информационные ресурсы способствуют информационному обеспечению сельскохозяйственного сектора республики и создают условия для последующего повышения эффективности отраслей агропромышленного комплекса.
	: информационные ресурсы, базы данных, агропромышленный комплекс, животноводство, ветеринария."
250,2346,Конденсация водяных паров в атмосферной влаги и конденсационные процессы в трещинно-карстовых коллекторах
251,2347,12 декабря 2018  Лариса Николаевна Гребцова
252,2366,Ирригационная эрозия предгорных темно-каштановых почв Заилийского Алатау
253,2367,18 декабря 2012  Лариса Николаевна Гребцова
254,2372,"Изложены результаты изучения ирригационной эрозии на орошаемых землях предгорий Заилийского Алатау. Дана оценка водопрочности агрегатов орошаемых темно-каштановых почв. Установлены качественные показатели изменения физических и химических свойств почв при длительном орошении.
	: ирригационная эрозия, предгорные почвы, водопрочность агрегатов, почвы, орошаемые почвы."
255,2377,Ключевые направления развития и некоторые результаты исследований в мясном скотоводстве Республики Казахстан
256,2378,18 декабря 2012  Лариса Николаевна Гребцова
257,2383,"В публикации освещены некоторые основные аспекты развития мясного скотоводства Казахстана на данном этапе. Рассмотрены результаты исследований и практической селекции в этом направлении.
	: порода, линия, семейство, селекция, гетерозис, продуктивность, качество мяса, казахская белоголовая, аулиекольская."
258,2388,Разработка схемы экологического обследования мест аварийного падения ракеты космического назначения
259,2389,1 апреля 2019  Лариса Николаевна Гребцова
260,2408,Инновации в овцеводстве России
261,2409,18 декабря 2012  Лариса Николаевна Гребцова
262,2414,"Дан анализ современного состояния овцеводства в России. Выявлены тенденции развития отрасли. Определены причины недостаточной инвестиционной активности. Предложены организационно-экономические меры, направленные на ее повышение.
	: овцеводство, реструктуризация, развитие, инновации, совершенствование, организационно-экономический механизм."
263,2419,Освоение залежных земель под многолетние агрофитоценозы (на англ. языке)
264,2420,1 августа 2013  admin
265,2422,"This article presents the results of research on the seeded forage land, on the land emerged from the grain of the wedge, in order to restore fertility and agro — physical properties.
 fallow lands, humus, long-term herbs, productivity, green material, hay, root weight, soil structure, monoliths, grass mixtures, organic substance, food supply."
266,2425,"In our research work we aimed to put and resolve these questions for of  Western Kazakhstan conditions. In this connection, the following objectives were:"
267,2426,"All field experiments were laid in areas that are out of grain. Soil test area — dark-chestnut, moderately, loamy. According to the results of laboratory analyzes of soil samples, the humus content in the layer is 0-20cm in the range 2,42-2,44 %, that carries these soils to the humus weak. Easily hydrolyzed nitrogen – 3,71-3,88 mg / 100 gr that shows low security for grain crops and very low for vegetable on this indicator. The content of mobile phosphorus – 2,52-2,71 mg / 100 gr that makes average degree of security for grain and very low for vegetable cultures. Mobile potassium within 44,4-51,5 mg / 100 gr to absolutely dry soil, on this indicator of the soil are highly provided, рН – 7,0-7,2."
268,2430,Содержание калия и его запасы в залежных каштановых почвах сухостепной зоны
269,2431,1 августа 2013  admin
270,2435,Ключевые слова:
271,2436,________________________
272,2441,"Эпизоотологическое значение почвы, как фактора развития  патологий  у сайгаков"
273,2442,2 августа 2013  Лариса Николаевна Гребцова
274,2446,Ключевые слова:
275,2447,_____________________
276,2452,Сравнительная  оценка динамики изменений основных промеров молодняка верблюдов казахской породы и их помесей
277,2453,2 августа 2013  Лариса Николаевна Гребцова
278,2457,Ключевые слова:
279,2458,____________________
280,2463,Герефордская порода западно-казахстанской селекции
281,2464,2 августа 2013  Лариса Николаевна Гребцова
282,2468,Ключевые слова:
283,2469,________________________
284,2474,Конструирование зеленого конвейера в Приуралье*
285,2475,2 августа 2013  Лариса Николаевна Гребцова
286,2479,Ключевые слова:
287,2480,_______________________
288,2485,Подбор агрофитоценозов кормовых культур для восстановления биоресурсного потенциала кормовых угодий полупустынных экосистем
289,2486,2 августа 2013  Лариса Николаевна Гребцова
290,2490,Ключевые слова:
291,2491,_________________________
292,2492,________________________
293,2496,Мониторинг процессов и факторов деградации земель лиманного орошения полупустынной зоны
294,2497,2 августа 2013  Лариса Николаевна Гребцова
295,2503,"Nasiyev B. N., Makanova G. N., Bekkaliyev A. K."
296,2507,Исследование молодняка сайгаков уральской популяции в условиях неволи
297,2508,2 августа 2013  Лариса Николаевна Гребцова
298,2512,Ключевые слова
299,2513,__________________________
300,2514,___________________________
301,2518,Степные эталонные участки Западно-Казахстанской области — территориальные ядра степной самореабилитации
302,2519,5 августа 2013  Лариса Николаевна Гребцова
303,2523,Ключевые слова:
304,2524,_________________________
305,2525,_________________________
306,2529,Эффективность азотных удобрений при возделывании яровой пшеницы на темно-каштановой почве Западного Казахстана
307,2530,5 августа 2013  Лариса Николаевна Гребцова
308,2535,"Приводятся данные о структуре выноса азота урожаем яровой пшеницы и о  влиянии минерального удобрения на накопление азота в органах растений с использованием стабильного изотопа 15N.
	: изотоп азота, яровая пшеница, вегетационный опыт, минеральное удобрение, трансформация, почва, изотоп  N15, растениеводство."
309,2539,"Серғалиев Н.Х.,  Володин М.А., Джапаров"
310,2540,Исходный материал для селекции озимого тритикале на продуктивность и качество зерна
311,2541,5 августа 2013  Лариса Николаевна Гребцова
312,2545,Ключевые слова
313,2546,_______________________
314,2551,Продуктивные  качества  кроссбредных овец при  линейном  разведении
315,2552,5 августа 2013  Лариса Николаевна Гребцова
316,2556,Ключевые слова
317,2557,____________________________
318,2562,Интегрированная защита растений как важнейший элемент технологии возделывания зерновых культур в Западно-казахстанской области
319,2563,5 августа 2013  Лариса Николаевна Гребцова
320,2569,"Turganbaev T.A., Kucherov V.S., Alzhanova A.Zh."
321,2573,Рецепт комбикормов для ягнят на основе кормовой добавки (на англ. языке)
322,2574,6 августа 2013  Лариса Николаевна Гребцова
323,2580,"Corn gluten is a valuable product obtained during the processing of maize for starch and molasses. It is a pure protein and has excellent nutritional properties. Corn gluten is widely used in the production of compound feed not only because of its high nutritional value, but also for its good physical characteristics."
324,2583,Used Waste
325,2584,Современное состояние растительности кормовых угодий полупустынной зоны Западного Казахстана
326,2585,7 августа 2013  Лариса Николаевна Гребцова
327,2589,Целью исследований
328,2590,Работа выполнена в рамках программы грантового финансирования Комитета науки МОН РК по проекту «Изучение процессов и факторов деградации и опустынивания кормовых угодий полупустынной зоны» (гос.регистрации 0112 РК 00507).
329,2591,"Деградация растительного покрова на пастбищах полупустынной зоны Западного Казахстана имеет повсеместное распространение, а территории с преимущественным развитием деградации растительного покрова явно преобладают над другими типами опустынивания. Наибольшие площади здесь занимают классы сильного и очень сильного опустынивания, приуроченные в основном к зоне светло-каштановых почв [5]."
330,2595,Сравнительная продуктивность кормовых культур в сухостепной зоне Западного Казахстана
331,2596,7 августа 2013  Лариса Николаевна Гребцова
332,2599,Западно-Казахстанский  аграрно-технический университет им. Жангир хана
333,2606,Динамика развития мышц ягнят акжаикской мясо-шерстной породы
334,2607,7 августа 2013  Лариса Николаевна Гребцова
335,2610,Западно-Казахстанский аграрно-технический университет им. Жангир хана
336,2617,"Показатели мясной продуктивности 4-4,5 мес. ягнят едильбаевской породы"
337,2618,7 августа 2013  Лариса Николаевна Гребцова
338,2622,Ключевые слова:
339,2623,_____________________________________
340,2628,"Закономерности роста и развития молодняка создаваемого  жамалиденского заводского типа  казахских лошадей  жабе в племенной ферме «Cеним», Карагандинской области"
341,2629,7 августа 2013  Лариса Николаевна Гребцова
342,2634,"Приводятся материалы по изучению закономерности роста и развития жеребят создаваемого жамалиденского заводского типа. Разработана школа развития молодняка, где указано, какие в среднем должны быть промеры и живая масса у нормально развитых жеребят.
	 рост, развитие, индекс, экстерьер, конституция, выращивание жеребят, коневодство."
343,2635,__________________________________
344,2638,Нұрмаханбетов Д.М.
345,2639,Результаты ягнения овец после внутриматочного осеменения замороженной спермой
346,2640,16 декабря 2013  Лариса Николаевна Гребцова
347,2650,Сравнительные результаты продуктивности лечения послеродовых эндометритов у коров молочного направления
348,2651,16 декабря 2013  Лариса Николаевна Гребцова
349,2661,ҚАЗАҚСТАН РЕСПУБЛИКАСЫНДА АСА ҚАУІПТІ ЖҰҚПАЛАРДЫ ҚАДАҒАЛАУДАҒЫ ЭПИЗООТОЛОГИЯЛЫҚ МОНИТОРИНГ ПЕН ГЕОАҚПАРАТТЫҚ ЖҮЙЕЛЕР/ Эпизоотологический мониторинг и геоинформационные системы в надзоре за особо опасными инфекциями в РК
350,2662,11 марта 2014  Лариса Николаевна Гребцова
351,2672,Расчёт условия работоспособности счётчика — эвакуатора молока
352,2673,11 марта 2014  Лариса Николаевна Гребцова
353,2677,Ключевые слова
354,2678,_________________________________________
355,2683,Применение зеленого конвейера для восполнения дефицита  кормового белка
356,2684,12 марта 2014  Лариса Николаевна Гребцова
357,2688,Ключевые слова:
358,2689,__________________________________
359,2693,"Насиев Б.Н., Ғабдулов М.А., Штенгельберг А., Ахметова Ж"
360,2694,Теоретический анализ и расчет пневматической системы сеялки
361,2695,12 марта 2014  Лариса Николаевна Гребцова
362,2700,"Повышение технического уровня и показателей качества работы сеялки для пропашных культур, возможно достичь при модернизации и совершенствовании высевающей системы, в частности, введением элементов пневмомеханических систем с боковым заполнением ячеек вместо механических аппаратов. При этом обеспечивается повышение производительности агрегата.
	 механические показатели, пневматическая система, сеялки, высевающие системы, сельскохозяйственные машины"
363,2704,"Омаров А.Н.,  Кубашева Ж.К.,  Бралиев М.К."
364,2705,Метод дополнительной оценки генотипа  племенных животных
365,2706,13 марта 2014  Лариса Николаевна Гребцова
366,2711,","
367,2712,"Omirzak T., Abayeva V."
368,2716,Применение методики расчета гумусового баланса  при возделываний культур с целью мониторинга трансформации гумуса  в почвах карачаганакского нефтегазокондесатного месторождения
369,2717,26 июня 2014  Лариса Николаевна Гребцова
370,2719,.
371,2722,"В данной статье отражена роль почвенного гумуса как основного показателя плодородия в природных и природно-технических экосистемах. Приводится методика расчета баланса гумуса при возделываний культур, которая приемлема для использования на занятиях по почвоведению.
	 плодородие, экосистема, минерализация, баланс гумуса, дефицит гумуса."
372,2723,"Мақалада табиғи және табиғи-техникалық экожүйелер құнарлылығының негізгі көрсеткіші ретіндегі топырақ қарашірігінің маңызы туралы айтылған. Топырақтану сабақтарында қолдануға болатын дақылдарды егу кезіндегі қарашірік балансын есептеу әдістемелері келтірілген.
	 кұнарлылық, экожүйе, минералдану, қарашірік балансы, қарашірік жетіспеушілігі."
373,2726,"Есеналиева М.К, Фартушина М.М"
374,2727,НОВОЕ СЕЛЕКЦИОННОЕ ДОСТИЖЕНИЕ  В КАРАКУЛЬСКОМ ОВЦЕВОДСТВЕ
375,2728,26 июня 2014  Лариса Николаевна Гребцова
376,2733,_____________________________________
377,2734,____________________________________
378,2738,Научное обеспечение в Украине стратегического приоритетного направления инновационной деятельности «Технологическое обновление и развитие агропромышленного комплекса»
379,2739,26 июня 2014  Лариса Николаевна Гребцова
380,2749,Влияние предшественников на снижение вредоносности фузариозной гнили сахарной свеклы
381,2750,27 июня 2014  Лариса Николаевна Гребцова
382,2756,"Длительное культивирование одного вида растения на одном и том же поле в течение многих лет, как правило, приводит к накоплению в почве свойственных для данной культуры возбудителей болезней. Это является одной из главных причин массового распространения болезней растений, вызываемых почвенными микроорганизмами. Чтобы оздоровить почву от вредных организмов, следует направленно изменить почвенный комплекс микроорганизмов [1-3]."
383,2760,Технологические аспекты повышения молочной продуктивности у коров и эффективного использования их продуктивного потенциала
384,2761,25 декабря 2014  Лариса Николаевна Гребцова
385,2763,"Казахский НИИ животноводства и кормопроизводства,
	г. Алматы, Казахстан"
386,2766,_________________________________
387,2767,________________________________
388,2771,Кластерно-таксономический анализ микробных сообществ почв Западно-Казахстанской области  с помощью методов современной метагеномики
389,2772,25 декабря 2014  Лариса Николаевна Гребцова
390,2774,"Западно-Казахстанский аграрно-технический университет им. Жангир хана
	г. Алматы, Казахстан"
391,2782,Развитие теории обработки почвы в Северном Казахстане / Development of tillage theory in northern Kazakhstan
392,2783,19 марта 2015  Лариса Николаевна Гребцова
393,2784,"МРНТИ 68.29.15, 68.05.29                                                                                    №1 (2015г.)"
394,2785,"В последние годы в теории об обработке почвы отдается предпочтение нулевым технологиям. В статье проанализированы результаты прежних и новых исследований по обработке почвы на южном карбонатном тяжелосуглинистом черноземе. Сравнение варианта традиционной глубокой осенней обработки почвы с вариантом исключения осенней обработки почвы или с вариантом нулевой технологии показало преимущество традиционной обработки почвы в обоих случаях благодаря лучшей водопроницаемости почвы в период снеготаяния. Для сохранения плодородия почвы рекомендуется применять сокращенные обработки почвы и плодосменные севообороты и сокращения площади чистых паров.
	 обработка почвы,  Северный Казахстан, чернозем, плодородие почвы, севообороты"
395,2787,СОЛТҮСТІК ҚАЗАҚСТАНДА ТОПЫРАҚ ӨҢДЕУ ТЕОРИЯСЫНЫҢ ДАМУЫ
396,2788,"Соңғы жылдары жерді өңдеу теориясында нөлдік технологиясына басымдық көп беріледі. Мақалада оңтүстік карбонатты ауыр саз балшықты қара топырақты жерді өңдеу бойынша бұрынғы және жаңа зерттеулердің нәтижелері талданған. Жерді күзгі терең өңдеудің дәстүрлі тәсілін жерді күзгі өңдеусіз немесе нөлдік технология түрімен салыстыру барысында екі жағдайда да жерді дәстүрлі өңдеудің артықшылығы қар еру кезіндегі жерге судың жақсы сіңірілуінің арқасында болатынын байқатты. Топырақтың құнарлылығын сақтау үшін жерді өңдеудің төмендетілген түрін және ауыспалы егіс жүйесін және таза пар алқаптарын қысқартуды қолдану ұсынылады.
	: жерді өңдеу, Солтүстік Қазақстан, қара топырақ, жердің құнарлылығы, ауыспалы егіс."
397,2789,"Recently, the zero technology in the theory of tillage is preferred. The paper analyzes the results of previous and new research on the treatment of the soil on the southern carbonate heavy loamy black soil. Comparison of the traditional version of late autumn tillage with exceptions option autumn tillage or zero technology showed the advantage of conventional tillage in both cases due to better soil permeability during snowmelt. To preserve the fertility of the soil is recommended to apply reduced tillage and crop rotation crop rotation and reducing the area of pure vapor.
	: tillage, the Northern Kazakhstan, black soil, soil fertility, crop rotation"
398,2793,Показатели живой массы сайгачат уральской популяции содержащихся в условиях неволи
399,2794,19 марта 2015  Лариса Николаевна Гребцова
400,2795,МРНТИ 68.39.13                                                                                                    №1 (2015г.)
401,2796,"В статье приведены показатели динамики живого веса, динамика прироста живой массы сайгачат в условиях неволи при рождении в двух и трех месячном возрасте. Также приведены сравнительное соотношение живого веса, абсолютного и среднесуточного прироста между самками и самцами в разные периоды жизни. Динамика прироста живой массы у самцов составил от рождения до одного месяца 5,12 кг, у самок 5,03 кг. Среднесуточный прирост живой массы составил у самцов от рождения до месячного возраста 170 г, у самок 167 г. Исследования подтверждают теорию о возможности интенсивного выращивания сайгаков в условиях неволи для восстановления популяции этого исчезающего вида животных и доказывают, что они имеют уникальную для диких млекопитающих способность, восстанавливать свою численность за короткое время.
	сайгак, сайга,разведение сайгаков, питомник, прирост веса, среднесуточный прирост, кормление сайгаков."
